City,Lat,Lon,Mean
Elk Creek,39.6052917,-122.501299,63237
Elk Grove,38.4166717,-121.3819931,79879
Elk Grove,38.416349,-121.3439364,124837
Elk Grove,38.4158537,-121.412217,92016
Elk Grove,38.4170956,-121.4252454,84869
Elk Grove,38.4113937,-121.4672586,97373
Elk Grove,38.4014918,-121.4255366,94290
Elk Grove,38.4013466,-121.4434549,89030
Elk Grove,38.4298959,-121.4080981,53555
Elk Grove,38.3994013,-121.345268,99910
Elk Grove,38.4158537,-121.412217,78535
Emeryville,37.8382532,-122.3054128,61154
Encinitas,33.0812238,-117.2787053,128563
Encinitas,33.0772389,-117.3060959,93754
Encinitas,32.9511013,-117.1889566,153817
Encinitas,33.0772389,-117.3060959,93060
Encino,34.1754113,-118.5117181,99682
Encino,34.1762844,-118.5333073,50185
Encino,34.1670182,-118.5202503,55119
Encino,34.1365758,-118.5094499,179773
Encino,34.1574858,-118.4760694,102988
Escalon,37.7960045,-120.9929192,55907
Escondido,33.133053,-117.074043,67119
Escondido,33.1501423,-117.0867344,63649
Escondido,33.1447016,-117.0691907,93177
Escondido,33.138326,-117.0476028,40346
Escondido,33.1313346,-117.0781738,31455
Escondido,33.1505587,-117.1089789,48644
Escondido,33.1374325,-117.0980268,40629
Escondido,33.0829737,-117.0871247,138272
Escondido,33.1189678,-117.0681037,60877
Escondido,33.0880785,-117.066471,105408
Escondido,33.15357,-117.0765845,86754
Escondido,33.1313346,-117.0781738,36741
Escondido,33.097066,-117.1011926,89006
Escondido,33.0785891,-117.0160101,128688
Esparto,38.830465,-122.1269068,83250
Eureka,40.765335,-124.178605,41404
Eureka,40.850897,-124.163193,46160
Eureka,40.7846083,-124.1798708,85033
Eureka,40.7593641,-124.178586,99433
Eureka,40.7886073,-124.1501286,42733
Eureka,40.8054567,-124.0379,75316
Eureka,40.8053674,-124.1072319,68706
Exeter,36.285001,-119.1467114,79757
Fair Oaks,38.656309,-121.3002417,85381
Fair Oaks,38.6490292,-121.2391074,123125
Fair Oaks,38.643865,-121.2584098,113595
Fair Oaks,38.6584824,-121.2582305,95178
Fairfield,38.1649825,-122.1486859,92882
Fairfield,38.2950726,-122.0507327,113917
Fairfield,38.2769991,-122.0358438,88645
Fairfield,38.2534089,-122.0580588,73415
Fairfield,38.2642121,-122.0512466,49603
Fairfield,38.2665083,-122.0232104,51163
Fairfield,38.2769991,-122.0358438,77738
Fairfield,38.265491,-122.0295802,50885
Fairfield,38.2599906,-122.0011886,67256
Fall River Mills,40.9204305,-121.4437132,63828
Fallbrook,33.4547615,-117.1565563,88703
Fallbrook,33.3720234,-117.2431853,42850
Fallbrook,33.3971392,-117.2419463,58507
Fillmore,34.411561,-118.9627618,66371
Firebaugh,36.8586926,-120.5139877,59164
Five Points,36.3151691,-120.0929313,29663
Flournoy,39.928357,-122.446164,55519
Folsom,38.7028284,-121.173807,69319
Folsom,38.6767295,-121.1744201,63901
Folsom,38.6632674,-121.1454813,104446
Folsom,38.6654891,-121.1202103,132735
Folsom,38.6767295,-121.1744201,66640
Folsom,38.6509225,-121.1036665,131940
Fontana,34.1251086,-117.4426859,93684
Fontana,34.1139657,-117.4711132,66187
Fontana,34.0956686,-117.4624252,46656
Fontana,34.077528,-117.462458,67347
Fontana,34.0358616,-117.4928817,74133
Fontana,34.0957108,-117.446889,33755
Fontana,34.0993753,-117.4357865,21165
Fontana,34.084891,-117.4269916,56920
Fontana,34.0994731,-117.413994,60149
Fontana,34.0975385,-117.4055522,43115
Fontana,34.1281817,-117.4155957,83067
Fontana,34.0404498,-117.4512207,87462
Fontana,34.0993753,-117.4357865,28763
Forest Falls,34.1438202,-116.8683764,75910
Forestville,38.468933,-122.898855,88066
Fort Bragg,39.455171,-123.638408,63791
Fort Bragg,39.4312988,-123.8014847,68960
Fort Bragg,39.3802945,-123.837729,0
Fort Dick,41.8536708,-124.1663143,65856
Fortuna,40.6865049,-124.1567492,68994
Foster City,37.55112,-122.2576522,113202
Foster City,37.54088,-122.2619095,129327
Foster City,37.5590519,-122.24891,143074
Fountain Valley,33.7239938,-117.9248182,79520
Fountain Valley,33.6942394,-117.9605931,102444
Fountain Valley,33.6939764,-117.9845192,83509
Fountain Valley,33.6940334,-117.9736616,132214
Fowler,36.6433218,-119.6486262,68012
Freedom,36.928918,-121.7840155,29985
Fremont,37.5823793,-122.039873,125931
Fremont,37.559196,-121.9915757,112384
Fremont,37.5278226,-121.9615164,90563
Fremont,37.5168344,-121.9605916,93766
Fremont,37.5852993,-121.9620573,97568
Fremont,37.5693426,-122.0194346,115165
Fremont,37.489775,-121.9743007,143340
Fremont,37.5647764,-122.0464882,121410
Fremont,37.5569619,-122.0212342,92335
Fremont,37.5424223,-121.9678076,109045
Fremont,37.5408003,-121.9787103,80054
Fremont,37.5345631,-121.9421705,126224
Fremont,37.5313806,-121.9737794,114435
Fremont,37.5371514,-122.0081094,119414
Fremont,37.5168344,-121.9605916,99045
Fremont,37.5313774,-121.9266867,124963
Fremont,37.482983,-121.9198352,145676
Fresno,36.984012,-119.70806,33535
Fresno,36.7276566,-119.7762088,31331
Fresno,36.717769,-119.8042772,32195
Fresno,36.7026849,-119.7410277,37775
Fresno,36.7250147,-119.7455349,23025
Fresno,36.7433669,-119.6911739,114884
Fresno,36.7085379,-119.8872955,67770
Fresno,36.7590503,-119.8157426,37213
Fresno,36.758343,-119.7810169,46000
Fresno,36.7540821,-119.7634759,25363
Fresno,36.7468158,-119.7453946,44403
Fresno,36.7395376,-119.7273086,20513
Fresno,36.7395013,-119.7091535,28276
Fresno,36.7687041,-119.7431686,38784
Fresno,36.77248,-119.7791954,39390
Fresno,36.7721367,-119.8108607,100401
Fresno,36.7715437,-119.9090389,96454
Fresno,36.7590347,-119.8712115,69094
Fresno,36.7971891,-119.8544515,61762
Fresno,36.8276921,-119.8806132,78293
Fresno,36.8298163,-119.8536709,75827
Fresno,36.8300614,-119.8311865,99856
Fresno,36.8448123,-119.7744453,51513
Fresno,36.8301689,-119.7903034,42661
Fresno,36.8011471,-119.8084855,130379
Fresno,36.7829438,-119.8352485,24519
Fresno,36.7867587,-119.7964425,42565
Fresno,36.786884,-119.7814652,60998
Fresno,36.7977186,-119.7678173,49134
Fresno,36.8121984,-119.7632007,26223
Fresno,36.8194482,-119.7632087,31272
Fresno,36.8593795,-119.7387495,92719
Fresno,36.8842624,-119.7573888,116641
Fresno,36.726462,-119.8010347,37069
Fresno,36.7096962,-119.7816972,35948
Fresno,36.7433669,-119.6911739,54588
Fresno,36.7590503,-119.8157426,45479
Fresno,36.7577975,-119.7453753,30892
Fresno,36.7809252,-119.7157537,52124
Fresno,36.7715437,-119.9090389,72288
Fresno,36.7959636,-119.9948941,62851
Fresno,36.8432113,-119.9118458,88527
Fresno,36.8301689,-119.7903034,43997
Fresno,36.7867587,-119.7964425,40834
Fresno,36.7977982,-119.7429688,44736
Fresno,36.8739461,-119.7387266,108242
Fresno,36.8842624,-119.7573888,124974
Fullerton,33.9022276,-117.9223002,128201
Fullerton,33.8630156,-117.9720501,41985
Fullerton,33.8735241,-117.9535931,46949
Fullerton,33.8732653,-117.9360784,94853
Fullerton,33.8715955,-117.9057059,79796
Fullerton,33.8820401,-117.8831131,65977
Fullerton,33.8608343,-117.928633,77350
Fullerton,33.8849631,-117.9713094,82095
Fullerton,33.9038169,-117.8940242,104897
Fullerton,33.8673036,-117.9795486,53808
Fullerton,33.8797583,-117.9180846,97693
Galt,38.2826336,-121.2877759,77828
Galt,38.2719695,-121.3082738,60378
Galt,38.2769169,-121.3716467,48025
Garden Grove,33.7825729,-117.892793,0
Garden Grove,33.7886489,-118.0049621,76942
Garden Grove,33.7958279,-117.9631284,75235
Garden Grove,33.7874758,-117.9397292,103253
Garden Grove,33.774306,-117.9263206,53832
Garden Grove,33.774216,-117.9350465,100406
Garden Grove,33.7711112,-117.9772251,66778
Garden Grove,33.7632139,-117.9463184,56783
Garden Grove,33.7521177,-117.9679766,65932
Garden Grove,33.7847215,-118.0198654,102973
Garden Grove,33.7993147,-118.0196525,83908
Garden Grove,33.7834756,-117.9018273,58174
Garden Grove,33.7847458,-117.9915613,69357
Garden Grove,33.7888535,-117.9193342,56841
Garden Grove,33.7606739,-117.9622131,61371
Gardena,33.8771395,-118.286709,50930
Gardena,33.9112721,-118.3195843,55800
Gardena,33.8982954,-118.3047564,48762
Gardena,33.8701465,-118.3023094,87607
Gardena,33.8934717,-118.3134344,69044
Gardena,33.9112721,-118.3195843,69360
Gardena,33.8771829,-118.295231,54659
Gilroy,37.006407,-121.585321,94368
Gilroy,37.0245547,-121.5925121,78873
Gilroy,36.9775572,-121.5863519,110368
Gilroy,37.0198203,-121.5705812,45302
Gilroy,37.0047599,-121.5788741,84892
Glen Ellen,38.3811988,-122.5375223,115139
Glendale,34.2083519,-118.2370026,99322
Glendale,34.1812932,-118.2602776,125819
Glendale,34.1622943,-118.2471275,71613
Glendale,34.1631614,-118.2724011,86350
Glendale,34.1752478,-118.2869319,78126
Glendale,34.1621154,-118.2987272,73348
Glendale,34.1492141,-118.2597025,65155
Glendale,34.1488475,-118.2387735,56184
Glendale,34.1453999,-118.2320955,66047
Glendale,34.1446832,-118.2632444,86436
Glendale,34.1376048,-118.2473422,53264
Glendale,34.1277465,-118.2463128,69908
Glendale,34.1691959,-118.2102837,146051
Glendale,34.1752478,-118.2869319,84062
Glendale,34.1487828,-118.2439771,46371
Glendale,34.1376048,-118.2473422,47098
Glendora,34.1611292,-117.8641751,135047
Glendora,34.1360086,-117.8769191,75146
Glendora,34.1234558,-117.8541745,69703
Glendora,34.1119792,-117.8504216,84194
Glendora,34.1215086,-117.8732472,63122
Glendora,34.2803329,-117.8661408,87240
Glendora,34.1533991,-117.8290128,130841
Glendora,34.1310435,-117.866662,66572
Gold River,38.6306876,-121.2455336,143292
Goleta,34.4364472,-119.8865161,113967
Goleta,34.4197213,-119.8567703,0
Goleta,34.4095373,-119.8783388,42840
Goleta,34.4310923,-119.8195446,63961
Goleta,34.4459285,-119.8231892,100858
Granada Hills,34.2863224,-118.5070136,116540
Granada Hills,34.2711982,-118.4804333,89915
Granada Hills,34.2619342,-118.4808881,78131
Granada Hills,34.2748338,-118.5101489,104501
Granada Hills,34.2779946,-118.4746349,88973
Granada Hills,34.2748338,-118.5101489,94880
Grand Terrace,34.0256962,-117.3235788,80656
Grand Terrace,34.042144,-117.30729,39457
Grand Terrace,34.042144,-117.30729,53879
Granite Bay,38.7326433,-121.2016664,138486
Granite Bay,38.7555932,-121.1996984,127130
Grass Valley,39.0603644,-121.0424118,75233
Grass Valley,39.1018518,-121.1993354,77811
Grass Valley,39.2116634,-121.0816502,50223
Grass Valley,39.1744271,-121.1052442,71862
Greenfield,36.3177202,-121.244738,48881
Greenville,40.133603,-120.945333,40839
Greenville,40.05875,-120.980314,17122
Greenville,40.0916292,-120.910825,40839
Gridley,39.3792483,-121.7370059,70597
Gridley,39.3257871,-121.7897864,68551
Grizzly Flat,38.6035985,-120.5343814,80195
Grover Beach,35.1183559,-120.6127502,56701
Guadalupe,34.9194407,-120.5796544,52410
Guerneville,38.533659,-123.0092064,61728
Gustine,37.254514,-120.99487,55566
Gustine,37.2000819,-120.9591276,36924
Hacienda Heights,34.0113976,-117.9679362,65473
Hacienda Heights,33.9934354,-117.9490627,106196
Hacienda Heights,33.9836985,-117.943153,132955
Hacienda Heights,33.983157,-117.9826865,108313
Half Moon Bay,37.521199,-122.4709046,134712
Half Moon Bay,37.4580588,-122.3722774,78671
Half Moon Bay,37.4580588,-122.3722774,120470
Hamilton City,39.7212958,-122.0413986,47707
Hanford,36.3547616,-119.6700353,94000
Hanford,36.2324904,-119.6239493,69956
Hanford,36.3572078,-119.650579,92303
Hanford,36.3279951,-119.6189777,42361
Hanford,36.331353,-119.676661,64685
Hanford,36.3080545,-119.6308433,46209
Harbor City,33.7926172,-118.3043149,64107
Harbor City,33.7902748,-118.2975505,75937
Harbor City,33.8016119,-118.3042086,80066
Harbor City,33.7902748,-118.2975505,55585
Hawaiian Gardens,33.8200771,-118.0728449,115804
Hawthorne,33.9204031,-118.3581593,49456
Hawthorne,33.9067415,-118.3657538,99850
Hawthorne,33.9091622,-118.3568525,56742
Hawthorne,33.9055546,-118.341667,43061
Hawthorne,33.9180879,-118.3318624,83542
Hawthorne,33.905117,-118.374302,125590
Hawthorne,33.9164971,-118.3871451,0
Hayward,37.6385141,-122.038842,62415
Hayward,37.6535732,-122.0944503,69965
Hayward,37.6348665,-122.0697491,51914
Hayward,37.6890403,-122.049336,94265
Hayward,37.6746689,-122.1022655,56184
Hayward,37.6715227,-122.0650918,122333
Hayward,37.6567907,-122.0788937,72085
Hayward,37.6603504,-122.1097205,85474
Hayward,37.6298655,-122.1002746,86101
Hayward,37.6440336,-122.0793901,51888
Hayward,37.6431452,-122.068695,67315
Hayward,37.6181516,-122.038949,70339
Hayward,37.6282241,-122.088523,80809
Healdsburg,38.608098,-122.8145051,82993
Healdsburg,38.618985,-122.857147,111008
Healdsburg,38.6120817,-122.8671471,71596
Helendale,34.75011,-117.345998,73676
Hemet,33.730139,-116.940992,59514
Hemet,33.6817006,-116.8892587,77343
Hemet,33.751115,-116.9504264,45372
Hemet,33.7331931,-116.9389808,67075
Hemet,33.7372831,-116.9686965,36454
Hemet,33.7539134,-117.0203384,56766
Hemet,33.7331931,-116.9389808,67585
Hemet,33.7583074,-116.9935262,35775
Hemet,33.7262689,-116.8640681,45564
Herald,38.288434,-121.231034,105322
Hercules,37.9995137,-122.265433,118272
Hercules,37.9833109,-122.2507864,84890
Hercules,37.9995137,-122.265433,120928
Herlong,40.149446,-120.370205,123055
Hermosa Beach,33.8575404,-118.3992831,132479
Hesperia,34.4359597,-117.3059014,48218
Hesperia,34.4135996,-117.3433595,63089
Hesperia,34.4026561,-117.272407,57384
Hesperia,34.4026561,-117.272407,54944
Highland,34.113473,-117.165729,71416
Highland,34.1435722,-117.2071582,71262
Highland,34.1064459,-117.197144,50824
Highland,34.1157924,-117.1817526,92787
Hillsborough,37.5649611,-122.3691686,173210
Hilmar,37.3998708,-120.8953613,90493
Hollister,36.9011737,-121.3587465,96477
Hollister,36.8617345,-121.4226918,60653
Hollister,36.8531984,-121.3840211,87457
Hollister,36.8305526,-121.4128378,94471
Hollister,36.9011737,-121.3587465,95455
Hollywood,34.0944222,-118.3124771,42480
Holtville,32.8156455,-115.3745809,41460
Hoopa,41.0933707,-123.6734419,42756
Hughson,37.6029399,-120.8727904,74779
Huntington Beach,33.690569,-118.00933,98804
Huntington Beach,33.6833875,-117.9605418,50346
Huntington Beach,33.6446413,-117.9767121,67773
Huntington Beach,33.64069,-117.95956,101821
Huntington Beach,33.664956,-117.9754563,52578
Huntington Beach,33.6793865,-117.9932396,75922
Huntington Beach,33.679397,-118.0203159,203910
Huntington Beach,33.6610404,-118.0028287,126988
Huntington Beach,33.7190957,-118.0153179,65269
Huntington Beach,33.719217,-117.9978509,123326
Huntington Beach,33.6929418,-118.0005081,25129
Huntington Beach,33.7096735,-118.0546077,120250
Huntington Beach,33.7227495,-118.0610462,182565
Huntington Beach,33.7473935,-118.0334998,86486
Huntington Beach,33.6633327,-117.9515138,131778
Huntington Beach,33.719172,-117.980803,99391
Huntington Beach,33.6793865,-117.9932396,78897
Huntington Beach,33.7263926,-118.0154407,98076
Huntington Park,33.9832062,-118.2208725,35969
Huntington Park,33.9788203,-118.2170425,31062
Huntington Park,33.9854565,-118.200577,48169
Imperial,32.8655904,-115.557135,82874
Imperial Beach,32.575638,-117.1144635,55057
Imperial Beach,32.5860463,-117.1129542,49938
Imperial Beach,32.5794072,-117.1072875,52018
Independence,36.9449466,-117.9007638,64939
Indio,33.7142853,-116.2596224,65839
Indio,33.7289861,-116.2476921,55476
Indio,33.7069847,-116.22611,58371
Indio,33.7597059,-116.2675266,61724
Indio,33.7247482,-116.2114686,34119
Inglewood,33.963628,-118.3111989,49347
Inglewood,33.9280513,-118.3307284,91096
Inglewood,33.9545341,-118.3237463,78754
Inglewood,33.9720411,-118.3522568,34386
Inglewood,33.9565607,-118.3475932,38939
Inglewood,33.9741892,-118.3617818,44240
Inglewood,33.934328,-118.3306448,51892
Inglewood,33.9368912,-118.3141023,56636
Inglewood,33.9720411,-118.3522568,46829
Inglewood,33.9692983,-118.3644406,58822
Inglewood,33.9415861,-118.3395043,44593
Inyokern,35.5741443,-117.8252583,125966
Ione,38.36003,-120.944343,67768
Irvine,33.6920021,-117.7546973,68649
Irvine,33.7169342,-117.7543671,130286
Irvine,33.6847725,-117.7990448,67308
Irvine,33.6693319,-117.7987237,116522
Irvine,33.672529,-117.7750233,159907
Irvine,33.6849393,-117.8221596,69568
Irvine,33.6926896,-117.7907468,118310
Irvine,33.662224,-117.8144114,43156
Irvine,33.6531542,-117.8337016,23968
Irvine,33.6401283,-117.8123266,160443
Irvine,33.7425817,-117.735606,140768
Irvine,33.6925839,-117.7753374,84304
Irvine,33.6849393,-117.8221596,82752
Irvine,33.6531542,-117.8337016,51177
Ivanhoe,36.4202175,-119.2108517,37270
Jackson,38.362045,-120.803077,42633
Jackson,38.401482,-120.746055,60719
Jackson,38.4649425,-120.5707505,61245
Jackson,38.4580232,-120.949858,89545
Jackson,38.393171,-120.6610538,85968
Jamul,32.721063,-116.863036,116516
Jamul,32.6637754,-116.7818507,73930
Janesville,40.276377,-120.5441538,72742
Jurupa Valley,34.002591,-117.467612,66953
Jurupa Valley,33.9943219,-117.4071313,46706
Jurupa Valley,33.9933787,-117.4427918,98969
Jurupa Valley,34.0075609,-117.4773621,50865
Jurupa Valley,33.9861154,-117.531606,79762
Jurupa Valley,34.02279,-117.3964984,64241
Jurupa Valley,33.9918254,-117.4960233,74567
Kelseyville,38.8709539,-122.7736029,61941
Kensington,37.9094178,-122.2748795,141291
Kenwood,38.415407,-122.538753,102857
Kenwood,38.4514901,-122.5502357,72844
Kerman,36.7082365,-120.1192112,45548
King City,36.172072,-121.143013,75691
King City,36.246079,-121.0176253,55582
King City,36.1770603,-121.2767662,75466
Kingsburg,36.5460501,-119.5391568,124958
Knights Ferry,37.7731119,-120.7315696,73534
La Canada,34.2062406,-118.1950104,176514
La Canada,34.1929284,-118.1988009,163404
La Canada,34.2263088,-118.218217,152940
La Crescenta,34.2283768,-118.2386852,103793
La Crescenta,34.2284548,-118.2563999,76871
La Crescenta,34.2442558,-118.2325716,123819
La Habra,33.9427646,-117.963138,80902
La Habra,33.9324823,-117.9531627,55598
La Habra,33.9209014,-117.9511671,76343
La Habra,33.9392983,-117.9199395,111327
La Habra,33.9117646,-117.9402667,79683
La Habra,33.9054515,-117.9505071,79626
La Habra,33.9227729,-117.9678496,85486
La Jolla,32.8086093,-117.2628601,92693
La Jolla,32.8191521,-117.273466,135372
La Jolla,32.8797623,-117.2318177,0
La Jolla,32.867998,-117.2341615,70148
La Mesa,32.6945179,-117.020195,58691
La Mesa,32.7373197,-116.9642155,72261
La Mesa,32.740592,-116.9969526,44125
La Mesa,32.7222353,-116.9900794,93962
La Mesa,32.7495164,-117.0438658,79872
La Mesa,32.7618944,-117.0421574,88715
La Mesa,32.7713214,-117.0352722,31675
La Mesa,32.7846006,-117.0092586,72247
La Mesa,32.7909112,-116.9381289,56291
La Mesa,32.8149599,-116.9711545,47678
La Mesa,32.8351885,-116.9721862,52297
La Mesa,32.7202479,-117.002748,48822
La Mesa,32.7495164,-117.0438658,65466
La Mesa,32.7846006,-117.0092586,73591
La Mirada,33.9113984,-117.9989996,116058
La Mirada,33.8962805,-117.9932313,94408
La Mirada,33.8844479,-118.0185593,77654
La Mirada,33.9099095,-118.033316,81672
La Mirada,33.8844479,-118.0185593,103628
La Puente,34.0595763,-117.979529,72821
La Puente,34.0335496,-117.9597817,86036
La Puente,34.0395089,-117.9608384,79644
La Puente,34.0384097,-117.9461731,54043
La Puente,34.0211206,-117.9466149,67494
La Puente,34.016144,-117.8977913,79174
La Puente,34.0095219,-117.9032402,54070
La Puente,34.0564404,-117.9641181,78261
La Puente,34.0439866,-117.9379348,72357
La Puente,34.008773,-117.8924325,72999
La Quinta,33.6549641,-116.3122385,61407
La Quinta,33.683543,-116.3015715,61881
La Selva Beach,36.927375,-121.844404,115367
Ladera Ranch,33.549356,-117.641503,146539
Ladera Ranch,33.5686208,-117.6387221,120884
Ladera Ranch,33.5244626,-117.6459457,144747
Ladera Ranch,33.5244626,-117.6459457,144747
Lafayette,37.8896913,-122.1040703,118775
Lafayette,37.9329613,-122.1209818,176992
Lafayette,37.8682232,-122.1048198,176685
Laguna Beach,33.5427708,-117.7839464,102205
Laguna Beach,33.5409778,-117.7681955,146298
Laguna Beach,33.5333068,-117.8559677,0
Laguna Hills,33.6166767,-117.7248835,55115
Laguna Hills,33.601927,-117.7260729,123138
Laguna Hills,33.606971,-117.7160562,42873
Laguna Hills,33.6109719,-117.7378981,51105
Laguna Hills,33.6045946,-117.7074697,54365
Laguna Niguel,33.5378721,-117.679732,93402
Laguna Niguel,33.5255482,-117.7312616,143765
Laguna Niguel,33.5316199,-117.6978084,130614
Laguna Niguel,33.500522,-117.7023638,119565
Laguna Niguel,33.5469795,-117.6966091,141407
Laguna Niguel,33.5378721,-117.679732,93538
Laguna Niguel,33.5316199,-117.6978084,123835
Lake Arrowhead,34.2700821,-117.3520808,54519
Lake Arrowhead,34.2536638,-117.279282,29482
Lake Arrowhead,34.3002218,-117.1920009,56356
Lake Arrowhead,34.2553357,-117.0878551,73486
Lake Arrowhead,34.1730842,-117.1403551,78441
Lake Elsinore,33.6460838,-117.3105619,43147
Lake Elsinore,33.6478677,-117.358069,52687
Lake Elsinore,33.6824785,-117.3445261,51918
Lake Elsinore,33.6478677,-117.358069,50881
Lake Forest,33.649152,-117.7046344,79054
Lake Forest,33.6236733,-117.7041363,119030
Lake Forest,33.6444403,-117.6761131,69217
Lake Forest,33.6446586,-117.6650243,108319
Lake Hughes,34.6789981,-118.3864277,71766
Lake Isabella,35.71497,-118.472683,52875
Lake View Terrace,34.2912875,-118.3931176,45536
Lakeport,39.0412302,-122.9626051,50565
Lakeport,39.050958,-122.9155905,61381
Lakeport,38.9890591,-122.8861893,59288
Lakeside,32.8364013,-116.9197122,67894
Lakeside,32.9015716,-116.9470083,118266
Lakeside,32.8479042,-116.9106547,96548
Lakewood,33.8532314,-118.1210795,89235
Lakewood,33.8432785,-118.1162992,113013
Lakewood,33.8351031,-118.1600342,109386
Lamont,35.2692638,-118.9121193,39654
Lancaster,34.7083865,-117.956249,53182
Lancaster,34.6823359,-118.0991395,46767
Lancaster,34.7004762,-118.1244376,57031
Lancaster,34.6819687,-118.14081,65709
Lancaster,34.7113059,-118.1556624,32939
Lancaster,34.69644,-118.1419762,24383
Lancaster,34.6966423,-118.1748108,68162
Lancaster,34.6708476,-118.1722433,68751
Lancaster,34.4610778,-117.2985044,48633
Lancaster,34.6822484,-118.1080444,50197
Lancaster,34.6819687,-118.14081,46742
Lancaster,34.6862401,-118.2080279,88740
Lancaster,34.5800249,-118.1008047,38436
Lancaster,34.4610778,-117.2985044,45969
Larkspur,37.9456796,-122.5282641,82393
Laton,36.4550587,-119.7117335,50949
Lawndale,33.8985392,-118.3480963,55420
Lawndale,33.8837388,-118.3568418,61833
Lawndale,33.8815498,-118.348246,47746
Lawndale,33.8985392,-118.3480963,59602
Lebec,34.844614,-118.899237,50166
Lebec,34.8027862,-118.9619083,56992
Lebec,34.8027862,-118.9619083,52122
Lemon Grove,32.7369473,-117.0236857,65711
Lemon Grove,32.7274195,-117.0431132,75980
Lemon Grove,32.7250639,-117.0575535,66044
Lemoore,36.2769538,-119.769357,84148
Lemoore,36.3015715,-119.7738507,61052
Lennox,33.9400822,-118.3635824,48218
Lennox,33.9436357,-118.3504258,37392
Lincoln,38.8715573,-121.2830929,61231
Lincoln,38.8964967,-121.2859939,58197
Lincoln,38.8769648,-121.2568537,71343
Lindsay,36.208216,-119.08968,40664
Lindsay,36.2050995,-119.1291061,68014
Lindsay,36.2125439,-119.0817133,41173
Lindsay,36.2136987,-119.1045232,45603
Litchfield,40.4420615,-120.3653805,78642
Live Oak,39.241136,-121.6942945,65852
Livermore,38.0094599,-121.2957942,51011
Livermore,37.7409198,-121.823992,165012
Livermore,37.6849518,-121.7489971,88461
Livermore,37.6673926,-121.8275908,133945
Livermore,37.7129066,-121.7418149,103373
Livermore,37.6959853,-121.7629368,148537
Livermore,37.6849518,-121.7489971,82775
Livermore,37.6712489,-121.7756214,76132
Livermore,37.6621234,-121.7900629,114799
Livingston,37.387281,-120.724943,57266
Livingston,37.3783238,-120.7258127,60023
Lockeford,38.228354,-121.0980636,89853
Lodi,38.1663993,-121.3290413,104709
Lodi,38.1480447,-121.287501,92298
Lodi,38.1227092,-121.2973297,82370
Lodi,38.1085229,-121.2760564,38878
Lodi,38.1342159,-121.2596558,53367
Lodi,38.1063082,-121.0464555,112865
Lodi,38.0822443,-121.2646161,80269
Lodi,38.1075416,-121.2979405,80093
Loma Linda,34.0226242,-117.2307072,106524
Lomita,33.780959,-118.325312,143582
Lomita,33.7964591,-118.3227742,62426
Lomita,33.7847677,-118.3159757,72436
Lompoc,34.688779,-120.43975,103219
Lompoc,34.6431155,-120.4666395,38582
Lompoc,34.6507195,-120.4487233,30519
Lompoc,34.665169,-120.4553875,92039
Lompoc,34.6350153,-120.4658965,58002
Long Beach,33.830434,-118.2159632,92074
Long Beach,33.8794113,-118.1785185,63240
Long Beach,33.8678186,-118.1916933,62118
Long Beach,33.8778668,-118.2044859,58208
Long Beach,33.8674703,-118.166802,59646
Long Beach,33.8571712,-118.1623213,56499
Long Beach,33.8395918,-118.1336246,112915
Long Beach,33.8481676,-118.1705772,75146
Long Beach,33.8493201,-118.191734,34403
Long Beach,33.8319177,-118.1773895,77148
Long Beach,33.8224328,-118.2032005,117116
Long Beach,33.8220235,-118.221586,62912
Long Beach,33.8071157,-118.2140846,125139
Long Beach,33.793484,-118.1915444,37187
Long Beach,33.8006191,-118.1853182,52087
Long Beach,33.8262896,-118.1316155,78306
Long Beach,33.8242122,-118.0984125,103233
Long Beach,33.8138403,-118.122827,96856
Long Beach,33.7994363,-118.118082,77323
Long Beach,33.8050344,-118.102337,104886
Long Beach,33.7834929,-118.1274859,141949
Long Beach,33.7947006,-118.1471208,82402
Long Beach,33.7861934,-118.1534873,56802
Long Beach,33.7862258,-118.1850264,36496
Long Beach,33.778962,-118.197207,41231
Long Beach,33.7723157,-118.1952012,39708
Long Beach,33.7789685,-118.1886964,64587
Long Beach,33.7789729,-118.1698152,46698
Long Beach,33.7665662,-118.1799258,41783
Long Beach,33.7715757,-118.1642818,46423
Long Beach,33.7771513,-118.157318,54634
Long Beach,33.7707927,-118.1480649,79580
Long Beach,33.7556821,-118.1387992,109531
Long Beach,33.75131,-118.1297356,132740
Long Beach,33.8685443,-118.1986552,70819
Long Beach,33.8481676,-118.1705772,86950
Long Beach,33.8224328,-118.2032005,117116
Long Beach,33.7930319,-118.2113097,55730
Long Beach,33.8050344,-118.102337,110784
Long Beach,33.7881302,-118.1623973,49570
Long Beach,33.778962,-118.197207,38464
Long Beach,33.7789729,-118.1698152,43929
Long Beach,33.7807787,-118.1567668,48920
Long Beach,33.7689981,-118.1271794,108344
Loomis,38.7673953,-121.1351476,122011
Loomis,38.8481243,-121.2249758,106548
Loomis,38.8284635,-121.199892,66160
Loomis,38.8481243,-121.2249758,113534
Los Alamitos,33.7701027,-118.0833104,60849
Los Alamitos,33.7860198,-118.0863456,119975
Los Alamitos,33.7926663,-118.0524369,99245
Los Alamitos,33.8142936,-118.0572772,87043
Los Alamitos,33.7981512,-118.079092,123621
Los Alamitos,33.8142936,-118.0572772,89659
Los Alamos,34.7435494,-120.1899733,95071
Los Alamos,34.6932983,-120.3378498,80360
