City,Lat,Lon,Mean
Los Altos,37.358454,-122.0797871,153099
Los Altos,37.3407804,-122.0798811,140784
Los Altos,37.3913073,-122.1076546,184961
Los Altos,37.3719339,-122.1018188,175216
Los Altos,37.3534435,-122.0975847,172474
Los Angeles,33.941679,-118.301838,39928
Los Angeles,34.145267,-118.2043861,88527
Los Angeles,34.1347812,-118.1928513,106443
Los Angeles,34.1199723,-118.1892861,56625
Los Angeles,34.1216662,-118.2092262,65014
Los Angeles,34.1140024,-118.1948974,48313
Los Angeles,34.1039593,-118.1971255,32750
Los Angeles,34.1001272,-118.2316884,62747
Los Angeles,34.1284623,-118.2299818,104280
Los Angeles,34.1126731,-118.2288551,93243
Los Angeles,34.1090483,-118.2514556,50672
Los Angeles,34.1124175,-118.2723964,71281
Los Angeles,34.1047367,-118.288505,68430
Los Angeles,34.1112674,-118.3093146,123433
Los Angeles,34.1319418,-118.3345237,122950
Los Angeles,34.1025152,-118.3477123,71807
Los Angeles,34.1034023,-118.3355352,38165
Los Angeles,34.0999328,-118.3038048,37398
Los Angeles,34.0929287,-118.304794,41109
Los Angeles,34.0962277,-118.2884036,49524
Los Angeles,34.0885854,-118.3027208,35216
Los Angeles,34.0852963,-118.3277048,58909
Los Angeles,34.079743,-118.3284923,89790
Los Angeles,34.079869,-118.3068568,54342
Los Angeles,34.1114184,-118.3530199,98817
Los Angeles,34.0843098,-118.3642238,103697
Los Angeles,34.1087422,-118.2785167,74463
Los Angeles,34.0916923,-118.2740531,109647
Los Angeles,34.0747292,-118.2686024,67269
Los Angeles,34.0787744,-118.2728192,59596
Los Angeles,34.0811373,-118.2520467,55746
Los Angeles,34.0683315,-118.2519864,57929
Los Angeles,34.0700703,-118.1996896,44460
Los Angeles,34.0896162,-118.2093313,50538
Los Angeles,34.0948043,-118.1743332,57923
Los Angeles,34.097882,-118.1838819,63300
Los Angeles,34.0851726,-118.1739007,43352
Los Angeles,34.059079,-118.1964766,44291
Los Angeles,34.0513395,-118.2095139,46628
Los Angeles,34.0449856,-118.1955756,56085
Los Angeles,34.0436195,-118.2050757,38558
Los Angeles,34.0366414,-118.2158297,33061
Los Angeles,34.0175004,-118.1974975,44018
Los Angeles,34.0464409,-118.2247054,30136
Los Angeles,34.0592851,-118.2395097,29299
Los Angeles,34.0468663,-118.2616827,77583
Los Angeles,34.0637659,-118.2691298,34427
Los Angeles,34.072159,-118.2817725,41800
Los Angeles,34.0621454,-118.2786688,25736
Los Angeles,34.0591782,-118.2663761,26396
Los Angeles,34.0529626,-118.2819584,33119
Los Angeles,34.0468502,-118.2723098,31778
Los Angeles,34.07301,-118.2854106,65975
Los Angeles,34.0708715,-118.2941394,37242
Los Angeles,34.0653405,-118.3184531,84137
Los Angeles,34.0671619,-118.3066067,52773
Los Angeles,34.0635726,-118.2984976,37655
Los Angeles,34.056128,-118.2940727,45470
Los Angeles,34.0598448,-118.3138698,43047
Los Angeles,34.0494541,-118.3215149,64429
Los Angeles,34.0508743,-118.2978915,38042
Los Angeles,34.0748535,-118.348502,91974
Los Angeles,34.0712362,-118.3578948,112171
Los Angeles,34.0727874,-118.3656444,95353
Los Angeles,34.0571243,-118.3482415,104387
Los Angeles,34.0499363,-118.3631083,96724
Los Angeles,34.0489658,-118.3545296,68459
Los Angeles,34.0443254,-118.3275531,48056
Los Angeles,34.0427467,-118.3548171,36483
Los Angeles,34.0373857,-118.3505694,55594
Los Angeles,34.0326941,-118.3230172,53101
Los Angeles,34.0267587,-118.3318299,50760
Los Angeles,34.0297377,-118.3605226,32732
Los Angeles,34.023934,-118.3662035,53755
Los Angeles,34.0435736,-118.2960214,43755
Los Angeles,34.0384431,-118.3090474,59581
Los Angeles,34.0306568,-118.2923015,37090
Los Angeles,34.0218914,-118.3132782,66637
Los Angeles,34.0218424,-118.295871,32434
Los Angeles,34.044384,-118.2827213,27706
Los Angeles,34.0262403,-118.280016,18224
Los Angeles,34.0218419,-118.2570623,37079
Los Angeles,34.009617,-118.2439607,63161
Los Angeles,34.011351,-118.262416,34963
Los Angeles,34.003492,-118.2690648,43320
Los Angeles,33.9992469,-118.2432565,27709
Los Angeles,33.9979135,-118.2706778,29157
Los Angeles,34.0145285,-118.2980282,24867
Los Angeles,34.0145548,-118.3129995,45723
Los Angeles,34.0073136,-118.2893576,27902
Los Angeles,33.9994947,-118.2893178,40100
Los Angeles,33.9974228,-118.2981841,38268
Los Angeles,33.9920924,-118.2979984,40317
Los Angeles,34.0120868,-118.3214867,80654
Los Angeles,33.9974948,-118.3244351,48612
Los Angeles,33.9872213,-118.3276852,50194
Los Angeles,33.9822575,-118.3340918,39570
Los Angeles,33.9730801,-118.330376,39666
Los Angeles,34.0126393,-118.3402132,75488
Los Angeles,34.0067001,-118.3512616,70405
Los Angeles,33.9857256,-118.2991149,31830
Los Angeles,33.9784675,-118.2948084,58280
Los Angeles,33.9785135,-118.2838719,51703
Los Angeles,33.9709293,-118.3111925,54556
Los Angeles,33.9621528,-118.2861548,30063
Los Angeles,33.9856782,-118.2649765,43828
Los Angeles,33.9729857,-118.2628927,36769
Los Angeles,33.966092,-118.2752631,37936
Los Angeles,33.962408,-118.2629489,36647
Los Angeles,33.9560337,-118.2761415,45501
Los Angeles,33.9446893,-118.2854788,34515
Los Angeles,33.9470153,-118.2593919,26815
Los Angeles,33.934798,-118.2605452,60519
Los Angeles,33.936494,-118.2716976,41169
Los Angeles,33.9334312,-118.2857529,35746
Los Angeles,33.945396,-118.2336329,21116
Los Angeles,33.932376,-118.2502423,23353
Los Angeles,33.9327963,-118.2350934,53823
Los Angeles,34.108023,-118.4569642,166585
Los Angeles,34.0918093,-118.508627,189728
Los Angeles,34.0595085,-118.4693771,105830
Los Angeles,34.0668275,-118.4364091,103013
Los Angeles,34.0677546,-118.451161,34222
Los Angeles,34.051371,-118.4423976,113671
Los Angeles,34.0525736,-118.4245499,112470
Los Angeles,34.0475447,-118.456577,70900
Los Angeles,34.0387217,-118.4441579,86354
Los Angeles,34.043325,-118.404305,201716
Los Angeles,34.0444598,-118.4122005,165946
Los Angeles,34.0418546,-118.3794518,82446
Los Angeles,34.027809,-118.411879,56523
Los Angeles,34.0328855,-118.3797742,69937
Los Angeles,34.0313918,-118.4420025,61244
Los Angeles,34.0166822,-118.4382414,139846
Los Angeles,34.0251282,-118.4259054,85208
Los Angeles,34.0131825,-118.4231336,110246
Los Angeles,34.0003832,-118.4341265,79279
Los Angeles,33.9933608,-118.4599433,152609
Los Angeles,33.9979789,-118.4112469,59922
Los Angeles,33.9882746,-118.4233089,122651
Los Angeles,33.9668881,-118.4095017,113745
Los Angeles,33.9652179,-118.3783987,134756
Los Angeles,34.1541923,-118.2004184,125481
Los Angeles,34.1297233,-118.2097406,82351
Los Angeles,34.1154022,-118.2030827,72313
Los Angeles,34.1001272,-118.2316884,51713
Los Angeles,34.1174816,-118.2455078,46214
Los Angeles,34.1207814,-118.2647639,87637
Los Angeles,34.0278115,-118.1479458,47462
Los Angeles,34.0527222,-118.1715837,61626
Los Angeles,34.0432749,-118.1886037,74068
Los Angeles,34.0368402,-118.1815816,42788
Los Angeles,34.016901,-118.182724,31064
Los Angeles,34.0294081,-118.1747448,46478
Los Angeles,34.0216887,-118.1520851,55025
Los Angeles,34.0132489,-118.1423382,43363
Los Angeles,34.1124928,-118.3410239,97988
Los Angeles,33.9802221,-118.24555,36918
Los Angeles,34.1035718,-118.3027866,47695
Los Angeles,33.9707698,-118.2367913,50277
Los Angeles,33.9644276,-118.2488118,47510
Los Angeles,33.9512593,-118.2508919,49842
Los Angeles,34.0965841,-118.3049408,36029
Los Angeles,33.9194635,-118.2717325,51540
Los Angeles,34.0863852,-118.3059567,49692
Los Angeles,33.9148293,-118.2270116,69606
Los Angeles,34.079743,-118.3284923,114247
Los Angeles,34.1035086,-118.3749964,135976
Los Angeles,34.0881865,-118.2646124,81774
Los Angeles,34.0907632,-118.2343586,60908
Los Angeles,34.0762204,-118.211907,43407
Los Angeles,34.0882238,-118.1878083,61673
Los Angeles,34.059079,-118.1964766,33959
Los Angeles,34.0338905,-118.201168,46022
Los Angeles,33.9482522,-118.2972695,37171
Los Angeles,33.9353608,-118.2940128,34480
Los Angeles,34.0175004,-118.1974975,45164
Los Angeles,33.9558199,-118.3570019,40259
Los Angeles,34.0612027,-118.2448177,51873
Los Angeles,33.9201775,-118.3003773,55764
Los Angeles,34.0625684,-118.2560631,51903
Los Angeles,34.0627628,-118.2811045,31102
Los Angeles,34.05073,-118.2683015,38931
Los Angeles,34.0812987,-118.3811478,78427
Los Angeles,34.0652365,-118.2877775,48557
Los Angeles,34.0653405,-118.3184531,96811
Los Angeles,33.9954427,-118.4325909,74270
Los Angeles,33.9874965,-118.3729565,142979
Los Angeles,33.9985885,-118.3401633,131864
Los Angeles,34.0635726,-118.2984976,31499
Los Angeles,34.05607,-118.3053637,45561
Los Angeles,34.0490294,-118.3045035,38677
Los Angeles,34.0668419,-118.3541156,92813
Los Angeles,34.0786807,-118.239514,39881
Los Angeles,34.0599709,-118.3622105,109833
Los Angeles,34.0443254,-118.3275531,57785
Los Angeles,34.0377797,-118.3230095,54840
Los Angeles,34.0278406,-118.3401928,53554
Los Angeles,34.0384431,-118.3090474,51769
Los Angeles,34.027317,-118.3023777,39524
Los Angeles,34.0351369,-118.2799795,40000
Los Angeles,34.0157537,-118.251933,40750
Los Angeles,33.9993679,-118.2542903,34262
Los Angeles,34.0145285,-118.2980282,31659
Los Angeles,33.9994947,-118.2893178,37095
Los Angeles,34.0164074,-118.3311523,62073
Los Angeles,33.9745535,-118.3221148,50264
Los Angeles,33.9857256,-118.2991149,39089
Los Angeles,33.9709293,-118.3111925,49799
Los Angeles,33.9785676,-118.2717384,43901
Los Angeles,33.9583159,-118.2637832,33342
Los Angeles,33.934798,-118.2605452,40558
Los Angeles,33.945396,-118.2336329,21116
Los Angeles,34.108023,-118.4569642,150761
Los Angeles,34.0710687,-118.4454343,0
Los Angeles,34.0632,-118.4236856,118216
Los Angeles,34.0387217,-118.4441579,96216
Los Angeles,34.036336,-118.387153,91102
Los Angeles,34.0339126,-118.4268131,99706
Los Angeles,34.0131825,-118.4231336,92498
Los Angeles,33.9956333,-118.4203026,64852
Los Angeles,33.9200912,-118.2868209,48555
Los Angeles,34.0592132,-118.183977,56325
Los Angeles,34.0217432,-118.1822337,41776
Los Angeles,34.0186986,-118.1391833,45637
Los Angeles,33.9802221,-118.24555,40237
Los Angeles,33.9711665,-118.2465194,47296
Los Angeles,33.9109785,-118.2718223,53712
Los Banos,37.049609,-120.8635648,54495
Los Gatos,37.2422217,-121.9563688,126943
Los Gatos,37.2276396,-121.9321745,125143
Los Olivos,34.70434,-120.0260903,130078
Los Osos,35.3320895,-120.8635035,88737
Los Osos,35.3185487,-120.8212246,59734
Lost Hills,35.632801,-119.677762,36199
Lucerne Valley,34.636683,-116.958778,40260
Lynwood,33.931052,-118.1901733,42656
Lynwood,33.9338474,-118.2061463,34372
Lynwood,33.9335726,-118.2196227,42773
Lynwood,33.9118044,-118.1946754,48534
Lynwood,33.9338474,-118.2061463,37472
Madera,36.963983,-120.080243,49807
Madera,36.9703496,-120.1734248,61123
Madera,36.962996,-119.9602082,78925
Madera,36.9796339,-120.0643287,51758
Madera,36.9597277,-120.0616241,30354
Madera,36.9703496,-120.1734248,69978
Madera,36.9589685,-120.0448456,37720
Magalia,39.960108,-121.5013525,50400
Magalia,39.8276264,-121.6190548,48158
Mammoth Lakes,37.6397682,-118.9849293,80754
Mammoth Lakes,37.6397682,-118.9849293,69996
Manhattan Beach,33.8984626,-118.4050812,164396
Manhattan Beach,33.8933341,-118.4171775,145952
Manhattan Beach,33.8802482,-118.3876372,152192
Manhattan Beach,33.8807307,-118.410369,187441
Manteca,37.885527,-121.2688218,52832
Manteca,37.798966,-121.210707,54417
Manteca,37.8447093,-121.3026366,74672
Manteca,37.8193804,-121.2217376,46922
Manteca,37.7934323,-121.228666,45451
Manteca,37.8443852,-121.2384835,79526
Manteca,37.798966,-121.210707,44828
Manteca,37.8340882,-121.2811772,78020
Manton,40.4806114,-121.7401412,51540
Marina,36.7093536,-121.771688,54805
Marina Del Rey,33.9832035,-118.4661393,129091
Martinez,38.00924,-122.116855,67025
Martinez,38.0218058,-122.0963072,73607
Martinez,38.0176872,-122.1262173,71771
Martinez,38.0218058,-122.0963072,62040
Martinez,37.9754143,-122.0929534,133354
Marysville,39.158116,-121.5739716,52172
Mather,38.5492278,-121.2785982,106418
Maywood,33.9927923,-118.2024051,28800
Maywood,33.9927923,-118.2024051,42042
Maywood,33.988846,-118.1820765,42338
Mcarthur,41.041995,-121.40524,62566
Mcfarland,35.6738272,-119.2425798,38045
Mcfarland,35.6752697,-119.2157446,45167
Mckinleyville,40.9375951,-124.11228,48106
Mckinleyville,40.9375951,-124.11228,55130
Mckittrick,35.244025,-119.603833,64762
Meadow Vista,38.9814713,-121.0699559,119639
Meadow Vista,39.009987,-121.019603,89086
Mendota,36.804879,-120.398557,40404
Menifee,33.6865495,-117.2552673,104652
Menifee,33.6962146,-117.1494297,93081
Menifee,33.7161589,-117.1983059,35730
Menifee,33.6865495,-117.2552673,89523
Menlo Park,37.4942796,-122.1505372,62949
Menlo Park,37.4364421,-122.1923281,192856
Menlo Park,37.4623932,-122.1619832,154536
Menlo Park,37.4439637,-122.1886855,175945
Merced,37.327717,-120.532114,49495
Merced,37.305695,-120.477871,51987
Merced,37.4002299,-120.6908186,45169
Merced,37.3407645,-120.4935293,49030
Merced,37.3252966,-120.4601195,39830
Merced,37.3040362,-120.4781907,59558
Merced,37.2987619,-120.4963377,33334
Merced,37.2876583,-120.445312,41004
Merced,37.0634742,-120.8585279,18904
Merced,37.3136674,-120.4472741,68517
Merced,37.2876583,-120.445312,38599
Midway City,33.7410637,-117.9853677,74240
Mill Valley,37.899975,-122.5225708,103111
Mill Valley,37.8939372,-122.5498533,112929
Millbrae,37.5995339,-122.3977958,109814
Millbrae,37.5995339,-122.3977958,105316
Milpitas,37.4260378,-121.8694198,147356
Milpitas,37.4596119,-121.8680069,118159
Milpitas,37.4215508,-121.8964907,142007
Milpitas,37.435719,-121.9128309,96205
Milpitas,37.4320029,-121.8805924,91931
Mission Hills,34.2593157,-118.4495333,84635
Mission Viejo,33.6091503,-117.6853284,105999
Mission Viejo,33.6412824,-117.661318,118087
Mission Viejo,33.5941166,-117.6450407,167360
Mission Viejo,33.6829142,-117.6498083,146300
Mission Viejo,33.5755898,-117.6476686,106084
Modesto,37.7205706,-121.0456799,70989
Modesto,37.7001655,-121.0036408,61402
Modesto,37.6547882,-121.0307757,85138
Modesto,37.6764076,-121.0216617,57044
Modesto,37.6600598,-120.9486262,91905
Modesto,37.673238,-120.9842758,48375
Modesto,37.6796323,-120.9376668,93245
Modesto,37.6544978,-120.9784167,26950
Modesto,37.6601004,-121.0035722,58023
Modesto,37.6349769,-121.0374635,62982
Modesto,37.6170322,-121.0172914,48194
Modesto,37.6437386,-120.9692464,44315
Modesto,37.6436041,-120.9345314,47475
Modesto,37.6062213,-121.0072807,49788
Modesto,37.6010166,-121.0092152,43659
Modesto,37.6156323,-120.951749,76139
Modesto,37.6999824,-120.9672353,69531
Modesto,37.6798075,-121.0032806,67430
Modesto,37.6726269,-120.9667084,45100
Modesto,37.6296152,-121.0159498,42592
Modesto,37.6287607,-120.9667385,34547
Monrovia,34.163997,-117.984612,86051
Monrovia,34.153182,-118.0038011,67199
Monrovia,34.1484127,-118.0051353,79488
Monrovia,34.1484127,-118.0051353,71031
Montague,41.7987289,-122.2962063,51585
Montclair,34.0801578,-117.6870214,51202
Montclair,34.063215,-117.6996325,49176
Montclair,34.0536544,-117.6940863,71251
Monte Rio,38.4759166,-123.0055115,51503
Montebello,34.020019,-118.1126395,64591
Montebello,34.0048535,-118.1062505,43919
Montebello,34.0153528,-118.1154765,51845
Monterey,36.6021019,-121.8947338,54390
Monterey,36.5938492,-121.8844269,54600
Monterey,36.5938492,-121.8844269,69186
Monterey Park,34.0488369,-118.1482676,83332
Monterey Park,34.0589573,-118.1124273,44073
Monterey Park,34.0472694,-118.1133924,75263
Monterey Park,34.0369447,-118.1149064,81273
Monterey Park,34.0298138,-118.1344535,82892
Monterey Park,34.050659,-118.1328703,85646
Moorpark,34.2815484,-118.8899164,69848
Moorpark,34.2406625,-118.942056,164301
Moorpark,34.2633677,-118.9042896,143268
Moraga,37.879801,-122.1364828,171929
Moreno Valley,33.9438287,-117.2526691,49638
Moreno Valley,33.9676198,-117.2544363,101725
Moreno Valley,33.883118,-117.2329208,75286
Moreno Valley,33.919149,-117.2480601,44715
Moreno Valley,33.9354567,-117.2406622,30958
Moreno Valley,33.9319935,-117.2002245,73411
Moreno Valley,33.9283078,-117.2132757,64572
Moreno Valley,33.900986,-117.2130878,66686
Moreno Valley,34.13216,-117.2108868,57554
Moreno Valley,33.943773,-117.2347523,48950
Moreno Valley,33.9329093,-117.270282,57930
Moreno Valley,33.9227363,-117.2393879,55404
Moreno Valley,33.9319935,-117.2002245,71609
Moreno Valley,33.8974314,-117.2217753,46345
Morgan Hill,37.0469717,-121.7109545,120341
Morgan Hill,37.1301031,-121.6086139,109378
Morgan Hill,37.1283447,-121.6632327,77263
Morgan Hill,37.1171152,-121.6336266,73649
Morro Bay,35.3950312,-120.8585435,45358
Morro Bay,35.374148,-120.829744,53048
Mountain View,37.368538,-122.096629,159081
Mountain View,37.4011891,-122.0743467,100495
Mountain View,37.4018887,-122.1055755,78615
Mountain View,37.378811,-122.0894803,128530
Mountain View,37.4004254,-122.0570255,104554
Mountain View,37.3944485,-122.089659,106609
Mt. Baldy,34.266609,-117.5413331,76889
Murrieta,33.5651234,-117.1918935,46707
Murrieta,33.5752583,-117.2137673,81262
Murrieta,33.546201,-117.1978916,65385
Murrieta,33.5490164,-117.1625551,80362
Murrieta,33.6184077,-117.1520599,97283
Murrieta,33.5660699,-117.1553002,70366
Murrieta,33.5490164,-117.1625551,85545
Napa,38.2947649,-122.2877733,43320
Napa,38.310719,-122.2671252,110746
Napa,38.3170915,-122.2915765,84259
Napa,38.3098473,-122.3294424,116112
Napa,38.3234476,-122.3205427,79141
Napa,38.2946539,-122.3074339,53898
Napa,38.4219801,-122.1823391,121131
Napa,38.1981906,-122.4133842,113087
Napa,38.310719,-122.2671252,112069
Napa,38.3307724,-122.3302221,110599
Napa,38.1981906,-122.4133842,113584
National City,32.6738101,-117.0970458,20849
National City,32.6883739,-117.0815796,77658
National City,32.6639283,-117.0738537,69008
National City,32.6798478,-117.0871838,48337
National City,32.6663314,-117.0964015,41114
National City,32.6639283,-117.0738537,65288
Nevada City,39.2508975,-121.045279,84697
New Pine Creek,41.863301,-120.159395,39439
Newark,37.5425433,-122.045728,95368
Newark,37.5125289,-122.0473793,58205
Newark,37.5270567,-122.0162477,103632
Newbury Park,34.1687001,-118.9463969,82367
Newbury Park,34.1791943,-118.9225569,119360
Newbury Park,34.1645968,-118.9733845,134219
Newhall,34.3715616,-118.5513235,120161
Newhall,34.3831792,-118.5139996,74588
Newhall,34.3736616,-118.5128742,58806
Newhall,34.3971022,-118.545361,94962
Newman,37.313244,-121.0300468,51449
Newport Beach,33.6691905,-117.8609131,94533
Nipomo,35.0336698,-120.479094,71421
Norco,33.925519,-117.551958,97832
Norco,33.9319208,-117.5759903,129265
North Fork,37.3965946,-119.3767852,48669
North Highlands,38.6869533,-121.3791846,33726
North Highlands,38.6881636,-121.3583148,51533
North Hills,34.2429089,-118.478874,97155
North Hills,34.2281097,-118.4912814,94694
North Hills,34.2264373,-118.4643776,57134
North Hills,34.2421587,-118.4896512,92122
North Hollywood,34.2114871,-118.3928771,37221
North Hollywood,34.2147689,-118.4183782,78216
North Hollywood,34.192132,-118.365403,54091
North Hollywood,34.1945637,-118.3835614,51251
North Hollywood,34.1993793,-118.4214325,44769
North Hollywood,34.179739,-118.4014358,66694
North Hollywood,34.1757824,-118.3833988,61317
North Hollywood,34.1848664,-118.3746763,61971
North Hollywood,34.1667371,-118.3844985,80337
North Hollywood,34.1566827,-118.3740062,82066
North Hollywood,34.152183,-118.3866139,108180
North Hollywood,34.2044832,-118.3919739,35986
North Hollywood,34.2003096,-118.4001219,66348
North Hollywood,34.179739,-118.4014358,62472
North Hollywood,34.1739725,-118.3746553,43354
North Hollywood,34.1695171,-118.3660317,56783
North Hollywood,34.1442858,-118.3727317,89423
Northridge,34.2864236,-118.5400017,149418
Northridge,34.2690645,-118.5343557,102520
Northridge,34.2539511,-118.5128425,80195
Northridge,34.2441108,-118.5382749,54102
Northridge,34.2248079,-118.515127,72350
Northridge,34.2332349,-118.5376549,67978
Norwalk,33.9278762,-118.0841626,79170
Norwalk,33.9268098,-118.1013373,63796
Norwalk,33.9131184,-118.0876278,68924
Norwalk,33.9087246,-118.07318,53622
Norwalk,33.8913016,-118.0776264,53705
Norwalk,33.8985899,-118.0732039,79665
Norwalk,33.8912102,-118.0911533,63042
Norwalk,33.9268098,-118.1013373,73056
Norwalk,33.8913016,-118.0776264,66144
Novato,38.109893,-122.518376,132698
Novato,38.1284167,-122.533337,136093
Novato,38.1104411,-122.5703276,85129
Novato,38.0792991,-122.5643083,105244
Novato,38.056435,-122.5146141,122719
Novato,38.0878849,-122.5583773,75733
Nuevo,33.826142,-117.0844666,75568
Oak Hills,34.389944,-117.403108,87622
Oak Park,34.1828499,-118.8055895,137752
Oak View,34.4088418,-119.3376195,56043
Oakdale,37.7554813,-120.8597786,43765
Oakhurst,37.3197594,-119.6159177,80540
Oakhurst,37.5026912,-119.5191768,59450
Oakland,37.7408161,-122.1621741,69451
Oakland,37.8740722,-122.2779152,77975
Oakland,37.8504771,-122.2815375,61577
Oakland,33.9899239,-118.2209803,64016
Oakland,33.9548717,-118.1918918,49800
Oakland,37.8063521,-122.2963073,55769
Oakland,38.5618891,-121.4773744,45181
Oakland,37.6184511,-122.082604,89482
Oakland,37.9805494,-121.2764321,71146
Oakland,37.4673788,-122.124725,68751
Oakland,37.8026482,-122.2626597,58107
Oakland,37.6638136,-120.8368597,42224
Oakland,37.79616,-122.2935358,142904
Oakland,37.8260219,-122.2510667,85552
Oakland,37.8120851,-122.2190899,120513
Oakland,37.7939452,-122.2330985,56247
Oakland,37.9805494,-121.2764321,47738
Oakland,37.7936093,-122.2079606,58202
Oakland,37.7710407,-122.2067479,51095
Oakland,37.8481386,-122.2495968,156951
Oakland,37.8485412,-122.2647277,83433
Oakland,37.8454758,-122.2834063,66287
Oakland,37.8305038,-122.2638582,69759
Oakland,37.8207562,-122.2733875,35274
Oakland,37.8095326,-122.2982355,56132
Oakland,37.8103873,-122.276991,57343
Oakland,37.8026482,-122.2626597,92219
Oakland,37.8135104,-122.2534931,86529
Oakland,37.8361135,-122.2344665,169498
Oakland,37.8345259,-122.2026155,147429
Oakland,37.8055076,-122.2131962,87188
Oakland,37.811425,-122.2322365,173677
Oakland,37.7984999,-122.2542834,39304
Oakland,37.8008019,-122.2372726,63623
Oakland,37.787786,-122.2357701,32640
Oakland,37.7741755,-122.2275801,94332
Oakland,37.7892881,-122.2250125,69218
Oakland,37.7936093,-122.2079606,51507
Oakland,37.7978944,-122.1949575,142270
Oakland,37.7879458,-122.2024901,47728
Oakland,37.7777848,-122.2192819,41068
Oakland,37.7775293,-122.2031992,101154
Oakland,37.7817417,-122.1866598,94924
Oakland,37.7853987,-122.1572109,97430
Oakland,37.7646056,-122.1709595,27565
Oakland,37.7661975,-122.182303,42561
Oakland,37.7588039,-122.1969422,35936
Oakland,37.729083,-122.1778389,53079
Oakland,37.7504463,-122.1837659,45328
Oakland,37.7603611,-122.1557637,97577
Oakland,37.7478641,-122.1535294,66280
Oakland,37.7408161,-122.1621741,62631
Oakland,37.8668441,-122.2771352,97339
Oakland,37.7234549,-122.1734789,83717
Oakland,37.7646056,-122.1709595,48065
Oakland,37.8394912,-122.2802646,76368
Oakland,37.744613,-122.1803623,55997
Oakley,37.9993161,-121.732928,66734
Oakley,37.9837121,-121.7056533,90127
Oceano,35.101608,-120.608217,54837
Oceano,35.1052514,-120.6157338,46701
Oceanside,33.1771014,-117.3611031,61486
Oceanside,33.1897008,-117.3702227,62169
Oceanside,33.1869908,-117.339085,55114
Oceanside,33.2158066,-117.3364699,59673
Oceanside,33.2136656,-117.3079977,76108
Oceanside,33.1879915,-117.3027414,56117
Oceanside,33.211386,-117.3578942,51216
Oceanside,33.2591005,-117.3032479,49936
Oceanside,33.2306185,-117.3318904,47529
Oceanside,33.2107453,-117.2669427,86856
Oceanside,33.1771014,-117.3611031,77659
Oceanside,33.2136656,-117.3079977,85435
Oceanside,33.2501756,-117.3150563,69697
Ojai,34.6431476,-119.1348137,59820
Ojai,34.4587926,-119.2618887,77298
Ojai,34.6431476,-119.1348137,59820
Olivehurst,39.0999148,-121.5826165,41222
Olivehurst,39.0999148,-121.5826165,35569
Ontario,34.0904596,-117.6425122,56072
Ontario,34.0789691,-117.6560801,70738
Ontario,34.0845072,-117.62795,56963
Ontario,34.078078,-117.6369009,59739
Ontario,34.0672615,-117.6409852,55193
Ontario,34.0448163,-117.6753207,56556
Ontario,34.0526203,-117.6610837,52520
Ontario,34.0429009,-117.6469663,50543
Ontario,34.0110423,-117.5459002,98911
Ontario,34.0808017,-117.6754832,50931
Ontario,34.078078,-117.6369009,58636
Ontario,34.035798,-117.6599904,70023
Ontario,34.048259,-117.6422286,47929
Orange,33.7979555,-117.8074249,112291
Orange,33.8037516,-117.7802613,114969
Orange,33.7932453,-117.8365359,70957
Orange,33.7769301,-117.8204294,112885
Orange,33.807971,-117.8287446,112819
Orange,33.7920455,-117.8185009,57871
Orange,33.7812601,-117.8679465,64107
Orange,33.8374004,-117.8540526,92528
Orange,33.8051326,-117.8488281,74385
Orange,33.8225982,-117.8434316,66540
Orange,33.8037516,-117.7802613,132875
Orange,33.807971,-117.8287446,88643
Orange Cove,36.6466582,-119.3274871,36480
Orangevale,38.6894179,-121.2669975,42698
Orangevale,38.6916716,-121.248691,73224
Orangevale,38.6652033,-121.2010755,63649
Orangevale,38.6986392,-121.2324674,86043
Orcutt,34.8571727,-120.4066431,94989
Orcutt,34.8861824,-120.425077,73477
Orcutt,34.8714281,-120.4100285,81195
Orinda,37.8566708,-122.1812338,157463
Orinda,37.8529718,-122.1392991,156650
Orinda,37.9015621,-122.1826098,182528
Orinda,37.9540677,-122.1903602,106534
Orosi,36.5436858,-119.2875202,46714
Oroville,39.668804,-121.645889,78774
Oroville,39.49362,-121.483755,59644
Oroville,39.696339,-121.516542,51844
Oroville,39.5272273,-121.4667585,55558
Oroville,39.6982253,-121.8142432,39079
Oroville,39.674685,-121.6824752,68597
Oroville,39.5272273,-121.4667585,58728
Oroville,39.5071861,-121.5606959,27794
Oroville,39.477074,-121.5601305,29168
Oroville,39.5164559,-121.6460664,42456
Oxnard,34.2260796,-119.2067181,122773
Oxnard,34.2173083,-119.1684374,87308
Oxnard,34.1894237,-119.2146586,87025
Oxnard,34.1819816,-119.1912826,69601
Oxnard,34.1676376,-119.1819133,66776
Oxnard,34.1511164,-119.1821358,44674
Oxnard,34.1679536,-119.163289,90598
Oxnard,34.2329791,-119.1371739,46613
Oxnard,34.1672433,-119.0440397,82234
Oxnard,34.1855328,-119.2015189,97505
Oxnard,34.2173083,-119.1684374,98368
Oxnard,34.178902,-119.1708226,61743
Oxnard,34.1511164,-119.1821358,53308
Oxnard,34.2329791,-119.1371739,46613
Pacific Grove,36.5852187,-121.9452821,114133
Pacific Grove,36.6221465,-121.9104587,92018
Pacific Grove,36.6028686,-121.926271,98219
Pacific Palisades,34.040805,-118.5419865,130804
Pacific Palisades,34.0350108,-118.5245644,144174
Pacifica,37.6532841,-122.4918058,102183
Pacifica,37.5910372,-122.508165,102968
